source,dataset,examples,case_score
Real,nlp,ex10,0.55
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.88
Real,nlp,ex10,0.5
Real,nlp,ex10,0.15
Real,nlp,ex10,0.1
Real,nlp,ex10,0.5
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.81
Real,nlp,ex10,0.05
Real,nlp,ex10,0.85
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.88
Real,nlp,ex10,0.15
Real,nlp,ex10,0.55
Real,nlp,ex10,0.05
Real,nlp,ex10,0.6
Real,nlp,ex10,0.85
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.88
Real,nlp,ex10,0.78
Real,nlp,ex10,0.05
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.88
Real,nlp,ex10,0.5
Real,nlp,ex10,0.15
Real,nlp,ex10,0.55
Real,nlp,ex10,0.05
Real,nlp,ex10,0.87
Real,nlp,ex10,0.81
Real,nlp,ex10,0.05
Real,nlp,ex10,0.88
Real,nlp,ex10,0.08
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.15
Real,nlp,ex10,0.5
Real,nlp,ex10,0.15
Real,nlp,ex10,0.65
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.79
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.55
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.5
Real,nlp,ex10,0.5
Real,nlp,ex10,0.05
Real,nlp,ex10,0.95
Real,nlp,ex10,0.05
Real,nlp,ex10,0.08
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.85
Real,nlp,ex10,0.05
Real,nlp,ex10,0.55
Real,nlp,ex10,0.94
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.08
Real,nlp,ex10,0.15
Real,nlp,ex10,0.55
Real,nlp,ex10,0.55
Real,nlp,ex10,0.05
Real,nlp,ex10,0.5
Real,nlp,ex10,0.08
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.79
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.94
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.95
Real,nlp,ex10,0.05
Real,nlp,ex10,0.15
Real,nlp,ex10,0.95
Real,nlp,ex10,0.05
Real,nlp,ex10,0.82
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.82
Real,nlp,ex10,0.08
Real,nlp,ex10,0.1
Real,nlp,ex10,0.94
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.15
Real,nlp,ex10,0.55
Real,nlp,ex10,0.1
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.12
Real,nlp,ex10,0.05
Real,nlp,ex10,0.76
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.65
Real,nlp,ex10,0.05
Real,nlp,ex10,0.92
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.15
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.76
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.15
Real,nlp,ex10,0.1
Real,nlp,ex10,0.5
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.85
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.85
Real,nlp,ex10,0.91
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.15
Real,nlp,ex10,0.55
Real,nlp,ex10,0.5
Real,nlp,ex10,0.15
Real,nlp,ex10,0.55
Real,nlp,ex10,0.1
Real,nlp,ex10,0.85
Real,nlp,ex10,0.1
Real,nlp,ex10,0.82
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.15
Real,nlp,ex10,0.5
Real,nlp,ex10,0.45
Real,nlp,ex10,0.15
Real,nlp,ex10,0.5
Real,nlp,ex10,0.1
Real,nlp,ex10,0.15
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.82
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.55
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.55
Real,nlp,ex10,0.5
Real,nlp,ex10,0.1
Real,nlp,ex10,0.55
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.91
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.88
Real,nlp,ex10,0.5
Real,nlp,ex10,0.5
Real,nlp,ex10,0.05
Real,nlp,ex10,0.55
Real,nlp,ex10,0.93
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.76
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.5
Real,nlp,ex10,0.55
Real,nlp,ex10,0.15
Real,nlp,ex10,0.55
Real,nlp,ex10,0.93
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.85
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.9
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.15
Real,nlp,ex10,0.1
Real,nlp,ex10,0.15
Real,nlp,ex10,0.15
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.85
Real,nlp,ex10,0.12
Real,nlp,ex10,0.05
Real,nlp,ex10,0.76
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.5
Real,nlp,ex10,0.92
Real,nlp,ex10,0.1
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.25
Real,nlp,ex10,0.05
Real,nlp,ex10,0.85
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.88
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.08
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.85
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.15
Real,nlp,ex10,0.15
Real,nlp,ex10,0.5
Real,nlp,ex10,0.5
Real,nlp,ex10,0.5
Real,nlp,ex10,0.05
Real,nlp,ex10,0.85
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.82
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.94
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.5
Real,nlp,ex10,0.5
Real,nlp,ex10,0.05
Real,nlp,ex10,0.5
Real,nlp,ex10,0.93
Real,nlp,ex10,0.1
Real,nlp,ex10,0.81
Real,nlp,ex10,0.05
Real,nlp,ex10,0.85
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.9
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.85
Real,nlp,ex10,0.05
Real,nlp,ex10,0.82
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.85
Real,nlp,ex10,0.1
Real,nlp,ex10,0.5
Real,nlp,ex10,0.5
Real,nlp,ex10,0.15
Real,nlp,ex10,0.55
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.76
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.88
Real,nlp,ex10,0.5
Real,nlp,ex10,0.1
Real,nlp,ex10,0.92
Real,nlp,ex10,0.5
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.02
Real,nlp,ex10,0.76
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.92
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.88
Real,nlp,ex10,0.12
Real,nlp,ex10,0.15
Real,nlp,ex10,0.1
Real,nlp,ex10,0.35
Real,nlp,ex10,0.93
Real,nlp,ex10,0.85
Real,nlp,ex10,0.81
Real,nlp,ex10,0.02
Real,nlp,ex10,0.87
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.88
Real,nlp,ex10,0.5
Real,nlp,ex10,0.5
Real,nlp,ex10,0.05
Real,nlp,ex10,0.5
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.82
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.5
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.65
Real,nlp,ex10,0.5
Real,nlp,ex10,0.1
Real,nlp,ex10,0.5
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.88
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.92
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.5
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.55
Real,nlp,ex10,0.93
Real,nlp,ex10,0.1
Real,nlp,ex10,0.12
Real,nlp,ex10,0.05
Real,nlp,ex10,0.87
Real,nlp,ex10,0.1
Real,nlp,ex10,0.1
Real,nlp,ex10,0.75
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.88
Real,nlp,ex10,0.5
Real,nlp,ex10,0.55
Real,nlp,ex10,0.08
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.15
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.05
Real,nlp,ex10,0.88
Real,nlp,ex10,0.5
Real,nlp,ex10,0.85
Real,nlp,ex10,0.1
Real,nlp,ex10,0.5
Real,nlp,ex10,0.93
Real,nlp,ex10,0.85
Real,nlp,ex10,0.1
Real,nlp,ex10,0.05
Real,nlp,ex10,0.76
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.89
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.55
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.45
Real,titanic,ex20,0.93
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.02
Real,titanic,ex20,0.85
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.15
Real,titanic,ex20,0.15
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.02
Real,titanic,ex20,0.55
Real,titanic,ex20,0.08
Real,titanic,ex20,0.05
Real,titanic,ex20,0.92
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.15
Real,titanic,ex20,0.85
Real,titanic,ex20,0.7
Real,titanic,ex20,0.73
Real,titanic,ex20,0.85
Real,titanic,ex20,0.5
Real,titanic,ex20,0.71
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.85
Real,titanic,ex20,0.1
Real,titanic,ex20,0.08
Real,titanic,ex20,0.94
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.18
Real,titanic,ex20,0.85
Real,titanic,ex20,0.85
Real,titanic,ex20,0.55
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.08
Real,titanic,ex20,0.08
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.5
Real,titanic,ex20,0.12
Real,titanic,ex20,0.15
Real,titanic,ex20,0.15
Real,titanic,ex20,0.93
Real,titanic,ex20,0.05
Real,titanic,ex20,0.08
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.89
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.91
Real,titanic,ex20,0.1
Real,titanic,ex20,0.5
Real,titanic,ex20,0.5
Real,titanic,ex20,0.1
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.62
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.08
Real,titanic,ex20,0.92
Real,titanic,ex20,0.1
Real,titanic,ex20,0.15
Real,titanic,ex20,0.91
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.65
Real,titanic,ex20,0.15
Real,titanic,ex20,0.73
Real,titanic,ex20,0.55
Real,titanic,ex20,0.91
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.12
Real,titanic,ex20,0.15
Real,titanic,ex20,0.08
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.55
Real,titanic,ex20,0.12
Real,titanic,ex20,0.15
Real,titanic,ex20,0.15
Real,titanic,ex20,0.85
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.08
Real,titanic,ex20,0.12
Real,titanic,ex20,0.05
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.5
Real,titanic,ex20,0.55
Real,titanic,ex20,0.08
Real,titanic,ex20,0.55
Real,titanic,ex20,0.05
Real,titanic,ex20,0.15
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.92
Real,titanic,ex20,0.91
Real,titanic,ex20,0.05
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.89
Real,titanic,ex20,0.6
Real,titanic,ex20,0.15
Real,titanic,ex20,0.55
Real,titanic,ex20,0.85
Real,titanic,ex20,0.05
Real,titanic,ex20,0.85
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.76
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.35
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.15
Real,titanic,ex20,0.1
Real,titanic,ex20,0.85
Real,titanic,ex20,0.1
Real,titanic,ex20,0.5
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.92
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.9
Real,titanic,ex20,0.5
Real,titanic,ex20,0.25
Real,titanic,ex20,0.85
Real,titanic,ex20,0.05
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.7
Real,titanic,ex20,0.5
Real,titanic,ex20,0.15
Real,titanic,ex20,0.5
Real,titanic,ex20,0.91
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.5
Real,titanic,ex20,0.75
Real,titanic,ex20,0.15
Real,titanic,ex20,0.95
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.55
Real,titanic,ex20,0.15
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.85
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.94
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.55
Real,titanic,ex20,0.1
Real,titanic,ex20,0.5
Real,titanic,ex20,0.15
Real,titanic,ex20,0.1
Real,titanic,ex20,0.71
Real,titanic,ex20,0.08
Real,titanic,ex20,0.05
Real,titanic,ex20,0.82
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.85
Real,titanic,ex20,0.92
Real,titanic,ex20,0.55
Real,titanic,ex20,0.85
Real,titanic,ex20,0.5
Real,titanic,ex20,0.55
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.08
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.5
Real,titanic,ex20,0.1
Real,titanic,ex20,0.82
Real,titanic,ex20,0.15
Real,titanic,ex20,0.9
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.12
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.6
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.71
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.15
Real,titanic,ex20,0.5
Real,titanic,ex20,0.78
Real,titanic,ex20,0.9
Real,titanic,ex20,0.1
Real,titanic,ex20,0.15
Real,titanic,ex20,0.08
Real,titanic,ex20,0.05
Real,titanic,ex20,0.76
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.12
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.5
Real,titanic,ex20,0.1
Real,titanic,ex20,0.15
Real,titanic,ex20,0.5
Real,titanic,ex20,0.1
Real,titanic,ex20,0.85
Real,titanic,ex20,0.1
Real,titanic,ex20,0.02
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.08
Real,titanic,ex20,0.88
Real,titanic,ex20,0.85
Real,titanic,ex20,0.95
Real,titanic,ex20,0.85
Real,titanic,ex20,0.5
Real,titanic,ex20,0.95
Real,titanic,ex20,0.71
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.15
Real,titanic,ex20,0.08
Real,titanic,ex20,0.08
Real,titanic,ex20,0.12
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.7
Real,titanic,ex20,0.1
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.15
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.08
Real,titanic,ex20,0.1
Real,titanic,ex20,0.5
Real,titanic,ex20,0.12
Real,titanic,ex20,0.15
Real,titanic,ex20,0.85
Real,titanic,ex20,0.93
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.7
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.12
Real,titanic,ex20,0.1
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.95
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.85
Real,titanic,ex20,0.08
Real,titanic,ex20,0.08
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.08
Real,titanic,ex20,0.55
Real,titanic,ex20,0.1
Real,titanic,ex20,0.15
Real,titanic,ex20,0.15
Real,titanic,ex20,0.88
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.15
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.5
Real,titanic,ex20,0.5
Real,titanic,ex20,0.1
Real,titanic,ex20,0.15
Real,titanic,ex20,0.93
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.85
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.75
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.55
Real,titanic,ex20,0.15
Real,titanic,ex20,0.7
Real,titanic,ex20,0.82
Real,titanic,ex20,0.15
Real,titanic,ex20,0.83
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.05
Real,titanic,ex20,0.08
Real,titanic,ex20,0.05
Real,titanic,ex20,0.87
Real,titanic,ex20,0.1
Real,titanic,ex20,0.1
Real,titanic,ex20,0.05
Real,titanic,ex20,0.1
Real,titanic,ex20,0.15
Real,titanic,ex20,0.55
Real,titanic,ex20,0.85
Real,titanic,ex20,0.9
Real,titanic,ex20,0.1
Real,titanic,ex20,0.85
Real,titanic,ex20,0.05
Real,titanic,ex20,0.85
